Unnamed: 0;Name;Category;Servings;Ingredients;Steps;Estimated Total Cooking Time (minutes)
552;Orange donut;Desserts;8;[['Flour 00', '250g'], ['Sugar', '170g'], ['Butter', '150g'], ['Orange juice', '130g'], ['Orange zest', '1'], ['Egg', '3']];To prepare the orange donut, first let the butter melt in a saucepan and let it cool.In the meantime, pour the sugar into a large bowl (or in the cup of a planetary mixer equipped with a whisk), add the grated orange zest then start working with the electric whisk until a clear and frothy mixture sifted the flour insideof the bowl always continuing to work with the whisk. In the last, add the yeast, pour the mixture obtained in a 24 cm diameter donut mold, which you will have buttered and floured level the surface with a spatula;45
557;Cake with milk chocolate;Desserts;8;[['Egg', '325g'], ['Sugar', '180g'], ['Milk chocolate', '150g'], ['Butter', '150g'], ['Flour 00', '180g'], ['Potato starch', '35g'], ['Butter', 'q.b.']];"To prepare the milk chocolate cake first what you start to coarsely chop the chocolate then transfer it inside a bastardella and put it to melt only when it is completely melted also add the butter cut into cubes at this point, let the mixture coolmixing it from time to time;In the meantime, transfer the eggs inside the bowl of a planetary mixer (you can alternatively use an electric mixer) then add the sugar in the meantime sifted inside another bowl the flour the starch once the eggs have become clear andSpumose, always with the planetary mixer in action, pour the chocolate and butter mixture only when you are completely absorbed, start adding the powders little by little until they are completely absorbed in the dough.Once the dough is ready, stop the car.Grease and if necessary level with a spatula to standardize the surface then cook the chocolate cake in a preheated static oven at 180 ° for 70 minutes, if the surface should darken too much proceed to cover the dessert with an aluminum sheet.Alternatively, if you need to use the ventilated oven you can try by decreasing the temperature of about 20 degrees and cooking the chocolate cake 10 minutes less.We advise you to always test with a toothpick before churning out, to ensure the correct cooking of the cake.Once baked";45
612;Inverted cake with pineapple;Desserts;8;[['Pineapple', '650'], ['Egg', '165g'], ['Butter', '170g'], ['Sugar', '200g'], ['Flour 00', '220g'], ['Almond flour', '50g'], ['Almond milk', '140g'], ['Butter', '30g'], ['Sugar', '150g'], ['Waterfall', '150g']];To make the overturned cake at the pineapple first clean the pineapple (650 g in total will be needed): remove the base, cut off the green tuft now with the appropriate Levatorsoli tool extracting the hardest central core (4-5).Cut into thin slices 350 g of pineapple then reduce them in quarters, take a 24 cm diameter cake tin in the upper part, 22 cm in the lower part and with a 5 cm high edge.Pour the water and sugar here heat the caramel until it is Bruno, at this point turn off the heat and add the butter into small pieces you will have to completely cover the whole bottom keep aside and take care of the dough: in oneBow, pour the soft butter into small pieces, the sugar whisk the mixture with the electric whisk and add the whole eggs one at a time, always whipping with the whisk but at low speed, also incorporate the flour 00 the baking powder and the milk ofAlmonds once you have obtained a homogeneous dough, add the pineapple to cubes pour the dough into the cake tin, level the surface with a spatula (22-23) and bake in a preheated static oven at 185 ° for an hour.Once ready, take out the cake, pass the blade of a knife around the edge and overturn it on a still hot wire rack, let it cool and then serve your reversed cake at pineapple;45
633;Gluten -free cracks;Desserts;8;[['Rice flour', '200g'], ['Egg', '150g'], ['Whole milk', '350g'], ['Butter', '50g'], ['Butter', 'q.b.']];To make gluten -free cracks first, melt the butter in the microwave or in a bain -marie and keep it aside.Pour the eggs into a bowl, add the milk, add the melted butter now whisk the salt cover with plastic wrap when it is hot, pour a ladle of compound and make sure that it is well distributed on the entire surface of the crepe (10-11).Cook about 1 minute per side once cooked transferred the cracks gradually to a plate with the doses indicated you will get 8 cracks;45
680;Egg -free biscuits;Desserts;12;[['Flour 00', '200g'], ['Sugar', '100g'], ['Butter', '100g'], ['Whole milk', '30g'], ['Sugar', '20g']];To prepare the eggs without eggs, first sift the flour and the yeast in a bowl add the butter previously cut into chunks and not too cold the sugar the pinch of salt and the milk mix the ingredients quickly formed a dough to raise in the refrigerator at leastTwo hours.Then resume the dough and soften it with your hands, add a veil of flour both above and under the dough to be able to spread it better with the rolling pin if necessary you can wait a few moments at room temperature to make it soften what to work it.1 cm thick rectangular sheet, which measures about 24x16 cm with a knife cut in half the sheet in the sense of the length, then cut 6 horizontal stripes of 4 cm so as to obtain 12 total biscuits lay the biscuits on a baking tray lined with parchment paper sprinkle thesurface with sugar;45
700;Orange tart;Desserts;8;[['Flour 00', '500g'], ['Butter', '250g'], ['Egg', '2'], ['Orange zest', '1'], ['Orange jam', '500g']];"To make the orange tart first, prepare the shortcrust pastry: pour the flour and the cold butter into small pieces in the mixer, blend everything on several occasions so as not to heat the dough too much, until a sandy mixture is obtained then stop the blades eFlavored with orange zest also add the icing sugar, operate the mixer to mix the ingredients and obtain a homogeneous mixture transfer the dough on a pastry board, roll out the pasta to a thickness of about 7-8 mm roll the pastry spread on the rolling pin withyour fingers press the pasta on the edges to make it adhere well to the mold at this point, pass the rolling pin on the edge of the cake tin to cut out the excess pasta in a uniform and regular way, prick the bottom of the tart with the prongs of the fork to avoid the formation ofAir bubbles in cooking stuff the tart with the jam, distributing it homogeneously with the back of the spoon, take the advanced pastry, spread it with a thickness of 7-8 mm.Cut out the strips of pasta with a grain wheel now apply the strips of pasta by intersecting them: fix 5 strips of pasta to the edge of the tart starting from the first spread the first, the central one and the last one as in the photo so as to alternate with those lyingin the other verse;Then lay one in a transversal sense raised again, this time the first strip, the third, and the last one once covered all the tart, fix the ends well, pressing with your fingers on the edge once ready cook the orange tart in the static ovenon the low shelf at 170 ° for 50 minutes.When cooked, take out the orange tart, let it cool";45
711;Lemon;Desserts;6;[['Lemon', '450g'], ['Flour 00', '300g'], ['Sugar', '300g'], ['Whole milk', '100g'], ['Egg', '3']];To prepare the lemon pan, first peel the lemons alive: remove the peel with a smooth blade knife, taking care to remove the white part, more bitter then divide the whole pulp halfway through the oven in static modeAt 180 ° and add all the ingredients in a mixer equipped with blades: add the instant yeast for desserts, the sugar the flour the lemon pulp also add the seed oil the whole milk then blend everything until you get aCremous and uniform compound, now take a 20 cm diameter hinged pan and buttons thoroughly floured, pour the dough inside then turn it out and sprinkle it with the icing sugar.Your very fragrant lemon pan is ready to be enjoyed;45
724;Crepe Suzette;Desserts;4;[['Egg', '2'], ['Flour 00', '150g'], ['Whole milk', '300ml'], ['Butter', '40g'], ['Sugar', '1cucchiaio'], ['Orange zest', '½'], ['Orange', '3'], ['Lemon juice', '1'], ['Grand Marnier', '150ml'], ['Sugar', '130g'], ['Butter', '80g']];To make the crepes suzets, wounded by the basic dough: put the sifted flour in a bowl from the high edges the granulated sugar, the half -berry seeds of vanilla, a pinch of salt and the milk.Work the mixture with a hand whisk or with an electric mixer until it is smooth in a separate bowl beat the eggs with a fork, then add them to the other ingredients melt the butter in a saucepan over low heat and let it cool, then add itto the dough for crepes and mix carefully.Finally add the half -grated orange peel to the dough mix the ingredients well to obtain a thick dough without lumps cover the dough with plastic wrap and let it rest for at least half an hour in the fridge.After the rest time, take back the dough of the cracks, equip yourself with a crack pan, flat and with the low edges, heat the pans, pour a ladle of dough cook the cracks on both sides by turning them with a spatula asCook the crepes transfer them to one plate one above the other so as not to dry the cracks fold in 4 to get small fans now prepare the sauce, grant the zest of 3 oranges squeeze the juice and filter it squeeze the juice and filter it through a strainerPlace the butter in a pan together with the sugar, use a steel pan, ideal for flambing. Aromatized with the lemon orange zest and lemon, cook the sauce over low heat until the sugar are melted separately in a saucepan in a saucepanHeat the Grand Marnier now fire the liqueur for the flambé, to turn off the flame, just cover the pan with a lid.Crepes suzette are ready to be enjoyed the most delicious can accompany them with a prepared chocolate ganache dissolving the dark chocolate in the cream.;45
738;Cocoa pudding and lactose -free cinnamon;Desserts;4;[['Lactose -free milk', '500g'], ['Corn starch (cornstarch)', '45g'], ['Sugar', '135g']];"To prepare the cocoa pudding and lactose -free cinnamon, start pour the sugar in a bowl, place a strainer on it and pour the corn starch inside also add a pinch of cinnamon sifted everything and mix the powders pour the milk inA pan and cold incorporated the powders on several occasions, always continuing to mix, add a little more dust when you have obtained a smooth mixture will take about 3-4 minutes of cooking over moderate heat.Then turn off the heat. Bab the inside of the molds with water and beat them to remove the excess;Then fill them with the cream still hot";45
741;Potatoes and peppers;Side Dishes;4;[['Potatoes', '800g']];To prepare the potatoes and peppers, start washing the peppers drying them with absorbent paper then cut them in half and remove the external green petiole, the white filaments cut the peppers into strips of the thickness of about 1cm-1cm and ½, and cut them not too muchThin (1 cm) in a large pan, place the extra virgin olive oil and then heat it add the potatoes the red peppers and the yellow peppers cook the vegetables and with the help of a shovel, turn from time to time delicately doingBe careful not to flake the salt potatoes and continue cooking until the ingredients are well cooked and present themselves with a crunchy gilding;30
763;Soft lemon muffins;Desserts;9;[['Flour 00', '130g'], ['Corn starch (cornstarch)', '50g'], ['Sugar', '150g'], ['Egg', '100g'], ['Whole milk', '65g'], ['Lemon zest', '1'], ['Lemon juice', '80g'], ['Lemon juice', '6'], ['Lemon', '1'], ['Mint', '9']];To prepare the lemon soft muffins, work all the ingredients in a bowl.Then pour sugar and the grated lemon zest, mix the corn starch quickly with a whisk, the yeast for desserts, milk, oil and lemon juice then mix eggs mix everything pour it inside 9 paper baking cups, arranged inA muffin mold, and fill them up to 3/4 (about 3 tablespoons per baking dish) your muffins are ready for cooking then prepare the lemon glaze: pour the icing sugar and lemon juice little by little mix with thewhisk you will have to obtain a smooth and fluid mixture sprinkle the surface of each muffin with the glaze with the help of a spoon and decorate each with half a lemon slice here are your soft lemon muffins ready;45
820;Invisible apple pie;Desserts;6;[['Fuji apples', '450g'], ['Flour 00', '250g'], ['Whole milk', '150g'], ['Butter', '125g'], ['Sugar', '125g'], ['Egg', '180g'], ['Lemon zest', '1'], ['Vanilla cod', '1'], ['Butter', 'q.b.'], ['Flour 00', 'q.b.']];To make the invisible apple pie, first melt the butter in the microwave or in a saucepan, over very low heat, then keep it aside and let it cool in a large bowl pour the eggs, the sugar then mix everything with a manual whisk. Undil the grated lemon zest, mixing to incorporate it. In the first sifted yeast, add the milk, add the milk by stirring to mix until you get a homogeneous dough keep the dough aside and take care of the apples: wash them and divide them in half, then remove youThe central part of the torsol with the seeds with the help of a scavino or a knife sliced ​​the half apples from the short side with a buttered almondo and flour a 20 cm diameter mold and distribute 2 tablespoons of dough on the bottom then lay on a layer on itof apples slices, without overlapping them cover with another layer of dough, complete the cake with an abundant layer of dough sprinkle with icing sugar and serve your invisible apple pie;45
864;Orange cream;Desserts;4;[['Whole milk', '500g'], ['Sugar', '200g'], ['Orange juice', '50g'], ['Orange zest', '1'], ['Yolks', '90g'], ['Potato starch', '40g']];To prepare the orange cream first, grant the zest, squeeze the orange in the meantime in another pan pour yolks and sugar mix well with a spatula then add the starch and mix again add the orange juice as well as the orange juice as soon asMilk will begin to boil, pour a little into the yolk mixture to dilute it.Then mix by mixing with a whisk, until it is smooth and dense, transfer the cream to a bowl cover with contact film;45
875;Stuffed shortbread flowers;Desserts;30;[['Flour 00', '250g'], ['Butter', '125g'], ['Egg', '1'], ['Lemon zest', '½'], ['Pineapple jam', '145g']];To prepare the flowers of shortcrust pastry stuffed first, make the dough. Give the flour in an mixer operate the blades on several occasions until a sandy mixture is obtained.Turn off the blades and add the icing sugar together with the slightly beaten egg, operate the robot again for a few moments, this time lowering the speed so the blades will mix the dough without blending as soon as the mixture has mixed compactly compactly with your hands, soGluten will not develop, just enough time to get a smooth and homogeneous dough.Wrap it in plastic wrap at this point, take it back and spread it on a slightly floured surface using a 5 cm flower -shaped pastry cutter obtain the first shape then continue in this way until you get 60 flowers gradually you can knead the pasta clippings and continue toUse them.Take one of the flowers, brush the perimeter with a brush soaked in water, place half a teaspoon of pineapple jam at the center cover with a second flower gradually transfer the biscuits to a dripped pars with parchment paper then cook the stuffed shortcrust pastry flowersin a preheated static oven at 180 ° for 22 minutes.They will have to be golden golden.At this point, take them out;45
936;Taralli Sweet Campania;Desserts;40;[['Flour 00', '250g'], ['Corn starch (cornstarch)', '50g'], ['Sugar', '100g'], ['Butter', '90g'], ['Egg', '2'], ['Lemon zest', '1']];To prepare the Taralli sweet Campania, first place the flour in a mixer if you don't have a mixer, work the flour with the butter by hand until you get a crumb. In a bowl mix the other ingredients instead: thecorn starch (alternatively you can use the potato starch) and the sugar then add the grated zest of a lemon (or an orange, according to your tastes), the yeast pour the sandy mixture of butter and flour transfer thedough on a pastry board and work it with your hands until you get a smooth and compact dough from which you will obtain pieces of dough weighing about 15 g the one lightly floured the work surface and modeled every single piece, first forming a long cordAbout 10 cm overlap the ends and slightly crush, to seal and close the taralli, continue to finish the dough and place the taralli obtained on a dripping pan covered with parchment paper, well spaced from each other, bake in the static oven alreadyHot at 180 ° for 17-20 minutes (if ventilated 160 ° for 12-15 minutes), until they are golden.Remove from the oven the sweet taralli Campani let them cool on a wire rack and good snack!;45
950;Gelèe candies with orange;Desserts;50;[['Orange juice', '300ml'], ['Orange zest', '1'], ['Pectin', '5g'], ['Sugar', '250g'], ['Lemon juice', '1cucchiaino'], ['Butter', 'q.b.'], ['Sugar', 'q.b.']];To prepare the gelèe candies with orange, grate the zest of a well-washed and dried orange, then squeeze the oranges and filter their juice, pour it into a pan taken from the dose of sugar 2-3 teaspoons, which you will keep aside in a bowlWhile the rest you can add it to the orange juice, then add the grated zest, the time necessary, add the pectin to the quantity of sugar kept aside, mixing well with a whisk so as not to create lumps and to completely dissolve pectin.Finally, add the filtered lemon juice, mix for a few minutes and turn off the fire. Now put a plumcake mold or another mold to taste: butter it pour the orange mixture at this point in the mold until you reach a thickness of 1, 5 cm let the gelatin cool in a cool place and when it reaches the room temperature, transfer the mold to the refrigerator, for at least 4 hours.After this time, extract the gelatin and transfer it to a cutting board.Segeundo the longest side, cut it into strips lengthwise, then obtain cubes or rectangle or cubes, put the granulated sugar in a bowl and dip the rectangle in the sugar making sure that they are totally covered.To be savored;45
978;Almond milk cake without eggs;Desserts;4;[['Almond milk', '200g'], ['Sugar', '200g'], ['Flour 00', '250g'], ['Lemon zest', '1'], ['Flakes in flakes', '10g']];To prepare the almond milk cake without eggs, start grating the zest of an untreated lemon (1-2) and keep a moment aside.In a bowl, pour the flour and sugar the yeast for sweets also add the seed oil mix with a spatula to start, then continue with a hand whisk, cook the cake in a preheated static oven at 180 ° for about 35 minutes.Cooking the cake from the cake, your almond milk cake is ready to be served.;45
993;Cake with wholemeal flour;Desserts;10;[['Wholemeal flour', '400g'], ['Wholemeal cane sugar', '250g'], ['Egg', '155g'], ['Orange', '1'], ['Whole milk', '100g']];To prepare the cake with wholemeal flour, first break the eggs, at room temperature, and pour them into a planetary mixer equipped with whips add the wholemeal cane sugar when the mixture is beautiful frothy, add the seed oil then add themAt the egg mixture one spoon at a time, continuing to whip while absorbing the powders as the dust have mixed with the mixture, pour the milk flush (at room temperature) when you have obtained a homogeneous dough, turn off thePlanetary, add the zest of a grated orange and the dough should be too dry, add a little milk or seed oil to rebalance the consistency.It the dough obtained in a 24 cm diameter pan, buttered andLined with parchment paper and bake in a preheated static oven at 180 ° for 60 minutes.After the necessary time, check the cooking with a toothpick, then take out the cake and let it cool your cake with wholemeal flour is ready to be served;45
1052;Apple and cream tart;Desserts;8;[['Butter', '125g'], ['Flour 00', '250g'], ['Sugar', '100g'], ['Egg', '55g'], ['Whole milk', '250g'], ['Sugar', '70g'], ['Yolks', '30g'], ['Corn starch (cornstarch)', '23g'], ['Almond flour', '20g'], ['Flour 00', '90g'], ['Egg', '100g'], ['Butter', '80g'], ['Sugar', '33g'], ['Fuji apples', '2'], ['Sugar', '1cucchiaio'], ['Sugar', 'q.b.']];To prepare the apple and cream tart, first make the custard, then pour the milk into a saucepan and bring it to touch the boil.In the meantime, in another bowl add the 2 yolks (30 g), the sugar and the corn starch, mix immediately with a spatula or a whisk, and as soon as the milk is hot, pour it inside the mixture mix everythingEnergically and transfer it again to the fire continuing to mix until the cream has thickened then transfer it to a baking dish, cover with the plastic wrap in the meantime prepare the pastry: in the glass of a mixer equipped with blades pour the cold butter firstIn cubes and then the flour, blend everything for a few moments until a sandy mixture is obtained then add the sugar and then the egg and work again for a few moments at this point transfer the dough to a top and work it with your hands just theTime to compact it at this point make the frangipane cream: in a small bowl, pour the soft butter, add the sugar and the almond flour, work on the mixture with the electric whisk also add the now cold custard covered with the cling film in contact with thisPoint peel the apples then place them on a cutting board and with a knife, make parallel engravings, place them in a baking dish and sprinkle them with a little sugar at this point, take the shortcrust pastry and using a rolling pin spread it on a slightly floured surface and transfer it to theinterior of a round 24.5 cm diameter mold using a knife, remove the excess pasta level the surface with the back of a spoon then arrange the apples sprinkled with the sugar;45
1053;Egg without egg cake;Desserts;6;[['Flour 00', '180g'], ['Almond flour', '50g'], ['Lemon juice', '100g'], ['Lemon zest', '1'], ['Butter', '90g'], ['Whole milk', '50g'], ['Brown sugar', '180g'], ['Corn starch (cornstarch)', '50g']];To prepare the lemon cake without eggs, melt the butter over low heat and let it cool.Then pour it in a bowl with the brown sugar, add the lemon zest, work the ingredients with a whisk, add the 00 flour with almond flour the cornstarch and the yeast mix quickly, then add the lemon juice, work the ingredients until you getA creamy and homogeneous mixture transfer the dough to a slightly flared mold from 22 cm in diameter, previously buttered and floured, level the surface with the back of the spoon bake in a static oven at 170 ° for about 55 minutes.Before churning out, always make the test of the toothpick (cooking times are always variable), once ready to turn out and let it cool completely on a wire rack to decorate with icing sugar you can arrange a small saucer above the cake in the center and spread around the sugarA veil so that it falls only outside.Decorate Pooi with a slice of lemon and serve your lemon cake without eggs;45
1060;Bundt Cake;Desserts;6;[['Sugar', '200g'], ['Flour 00', '175g'], ['Whole milk', '140g'], ['Butter', '115g'], ['Corn starch (cornstarch)', '15g'], ['Egg', '2'], ['Lemon zest', '2'], ['Lemon juice', '45g'], ['Poppy', '10g'], ['Lemon juice', '25g'], ['Butter', 'q.b.'], ['Flour 00', 'q.b.']];"To prepare the bundt cake, first sift the flour in a bowl then add the corn starch, add a pinch of salt, mix and keep the powders aside. Place the lemon juice, work the butter with the electric whisk at speedmedium-low until it reduces it to ointment;Once this consistency is reached, add the sugar little by little by continuing to beat with the whisk for about 3-4 minutes, always at medium-low speeds then pour the eggs at room temperature, one at a time and continue to work until they incorporate themAll at this point you can gradually add the powders with a spoon by alternating them with each other, always keeping the whips in operation. In the age of 45 g of filtered lemon juice now butter then turn it upside down on a wire rack and let it cool completely while the cake is cooling down, you can prepare the icing: pour the icing sugar into a small bowl, add the remaining filtered lemon juice, transfer the icing to a sac-à-poche and, when the bundt cake has been cooled well, place a tray under the wire rack (It will serve to collect the icing that will run before having dried);Decorate the donut by uniformly covering the upper part";45
1139;Shortbread;Desserts;21;[['Butter', '250g'], ['Flour 00', '300g'], ['Sugar', '125g'], ['Almond flour', '125g']];To prepare the shortbreads sifted first of all, the 00 flour place it in the cup of a robot (or in a simple bowl if you get out by hand) and add the almond flour cut now the cold butter into small pieces and add it to the mixture of flour and sugar also put theIt goes up when the mixture is smooth and homogeneous, turn it on a work surface and shape it in a stick, flatten it lightly and wrap it in plastic wrap, then put it in the refrigerator for an hour in the meantime, prepare a low pan of 24x24 cm: Grease it flipping it level the surfaceWith a small rolling pin, proceed by covering the pan with plastic wrap and place it in the refrigerator for another 30 minutes.After the half hour, extract the pan from the frigorifeto and, with the help of the prongs of a fork, pierce the entire surface of the dough in the typical shortbread decoration you can now proceed with the cooking: place in a preheated static oven at 180 ° for30 minutes (if ventilated, at 160 ° for 20 minutes).After the necessary time, extract the base, which must have a light golden color, churn out it by turning it upside down on a cutting board when it is still hot and while the dough is still hot and divide it into rectangles of about 3x9 cm with the help of a sharp knife or with a washer washerSeparate the biscuits from each other and let them cool completely the shortbras are ready, you can serve them at the cooling completed.;45
1144;Ferratelle;Desserts;18;[['Flour 00', '200g'], ['Egg', '110g'], ['Sugar', '100g'], ['Lemon zest', '1'], ['Butter', 'q.b.']];To prepare the rails first, pour the sugar in a bowl add the eggs whipped with the electric whisk for about 2-3 minutes when you have obtained a frothy consistency, add the oil flush then add the flour and the yeast worked until completeAbsorption of powders warmed on the fire the appropriate plate about 25 g.Spread it a little in the sense of lengthwise then close the two plates and help yourself with a spatula to remove the possible excess of leakage pasta cook over low heat for about 50-60 seconds, turn the iron and cook for a minute on the other sideMove from the heat and, without burning, gently detach the waffle, continue in this way until the dough is finished.Leave to cool before serving your Ferratelle;45
1202;Spoon biscuits;Desserts;18;[['Flour 00', '250g'], ['Almond flour', '50g'], ['Brown sugar', '180g'], ['Whole milk', '100g'], ['Butter', '50g'], ['Egg', '55g']];To prepare the spoon biscuits first, make sure the ingredients are at room temperature.In a bowl add the soft butter with the salt, now add the 00 flour the almond flour add the yeast, continue to work forgive a dripping pan with parchment paper, take a spoonful of dough cook in a preheated static oven at 180 ° for about 15 minutes.Once cooked, take out of the oven and let your spoon biscuits cool before enjoying them;45
1213;Small lemon cake;Desserts;8;[['Flour 00', '120g'], ['Corn starch (cornstarch)', '120g'], ['Butter', '200g'], ['Sugar', '200g'], ['Egg', '170g'], ['Lemon', '3'], ['Lemon juice', '45g'], ['Lemon zest', '1'], ['Sugar', '100g'], ['Waterfall', '35g'], ['Butter', '5g']];To make the reversed lemon cake first wash and dry the 3 lemons well, then cut them into slices of 2-3 mm in a flared pan that measures 22 cm on the edge and 19.5 cm on the bottom, pour the sugar and thewater lay the lemon slices on the bottom one close to the other, overlapping them lightly in order to create a spiral, let it cool and take care of the dough: in a bowl sift the flour and starch sifted also the yeast, whip the mixture with theElectric whips incorporate the eggs then flavored with the lemon zest when the dough is well mixed, incorporate the powders little by little by continuing to whip with the whisk when the flour has also been absorbed, the dough is ready to level the surface with onespatula;45
1230;Water apple pie;Desserts;8;[['Apples gala', '430g'], ['Flour 00', '300g'], ['Sugar', '200g'], ['Waterfall', '210g'], ['Orange juice', '120g'], ['Orange zest', '2']];To prepare the apple pie with water first, sift the flour in a bowl then add the yeast mix the powders with a hand whisk. Send to mix to mix the water on the water, the filtered orange juice finally add thegrated orange zest also add the dicing apples to the mixture pour the dough obtained in a 22 cm diameter mold lined with parchment paper cook in a preheated static oven at 180 ° for about 60 minutes, checking the cooking with a toothpick onecooked time, take out of the oven and leave to cool;45
1247;Potatoes and Pepper Cruschi;Side Dishes;4;[['Potatoes', '800g']];To prepare the potatoes and pitfalls, start boiling the potatoes for 10 minutes peel the potatoes cut into slices about half cm thick the oil must be very hot and the peppers will have to cook seconds: the time to inflate and take a bright red color.Drain the cruschi peppers on a tray covered with absorbent paper cut into small pieces not too small, the crusch peppers cooking will last about 15 minutes until the potatoes are golden brown seasoned with salt and add the crusched peppers cut into pieces;30
1299;Soft cocoa cake and orange;Desserts;8;[['Condensed milk', '397g'], ['Flour 00', '200g'], ['Butter', '100g'], ['Orange juice', '150g'], ['Orange zest', '2'], ['Candied orange', '85g'], ['Condensed milk', '150g'], ['Orange zest', 'q.b.'], ['Rosemary', 'q.b.'], ['Currant', 'q.b.']];To prepare the soft cocoa and orange cake, start grating the zest of the 2 oranges you will have to get 150 g.If the dose should be slightly less, you can dilute the juice with a little water.Also cut the candied orange into cubes melt the butter and let it cool.In the meantime, pour the condensed milk into a bowl.Add the warm melted butter the grated orange zest mix with a hand whisk. In a bowl sift the flour the cocoa mix with a spoon.Incorporate the powders a little at a time, always stirring with the whisk until a dense and homogeneous mixture is now also pour the candied oranges with cubes lined a 20 cm mold with parchment paper, pour the dough inside and level the surface cookIn the lowest shelf of the oven, preheated in static mode at 165 °, for 70 minutes.Do the toothpick test before churning out the cake at this point, turn it up hot on a wire rack when the cake is cold you can prepare the icing.Pour the condensed milk into a bowl and add the sifted cocoa a little at a time mix with a spatula making the glaze on the edges of the cake a little pour.To decorate the cake grated the 2 orange zest with the grated to the wide holes, then with the help of a pliers, arrange it around the edge of the cake decorated with sprigs of rosemary Ribes Rossi;45
1301;Orange inverted cake;Desserts;8;[['Flour 00', '230g'], ['Egg', '135g'], ['Sugar', '180g'], ['Orange juice', '90g'], ['Orange', '2']];To prepare the overturned orange cake, grate the zest of an orange that will serve for the dough and set it aside.Then squeeze the oranges to obtain 90 g of juice washed the oranges needed for decoration and cut them into slices of about 1 cm, discarding the ends coated with parchment paper a zip mold with a diameter of 24 cm to be greased slightly with butter and arrange on thebottom the slices of whole orange, entirely covering the base, move on to the dough: in a bowl, pour the eggs at room temperature and the sugar whisk them for abundant 5 minutes with the electrical whisk you will get a very frothy mixture.Aggiungete il succo d’arancia  continuate a montare con lo sbattitore elettrico Ora aggiungete la farina e il lievito per dolci setacciati quindi la scorza d’arancia grattugiata Montate ancora con le fruste per qualche istante, per ottenere un composto omogeneo Versate l’impasto nello stampo Cuocete in forno preriscaldato in modalità statica a 180°, per circa 45 minuti Sfornate, poi sformate la torta quando sarà completamente raffreddata.Then gently remove the parchment paper, also remove the parchment paper from the surface and your orange inverted cake is ready;45
1322;Delicious spinach;Side Dishes;4;[['Spinach', '500g'], ['Fresh spring onion', '45g'], ['Butter', '30g'], ['Flour', '30g'], ['Milk', '300ml'], ['Nutmeg', 'q.b.']];To make the delicious spinach, let the spinach in the pan dry with 4 tablespoons of water while the spinach cook prepare the then turn off the heat and add the sifted flour mixing with a whisk to avoid the formation of lumps.Then put back on the sweet heat and mix until it becomes golden.Add the milk, stirring vigorously everything with the whisk, cook 5-6 minutes on low heat until the sauce has thickened.Salt and sprinkle the spinach spinach with a knife with a knife with a knife onion with a knife: remove the beard and the more external part with a knife, discard the green part, wash and chop the bulb heat the olive oil in a pan, add theCipollotto then add the spinach seasoned with salt and pepper and serve your very hot delicious spinachs;30
1327;Rustic lactose rustic biscuits;Desserts;10;[['Flour 00', '250g'], ['Brown sugar', '100g'], ['Rice milk', '30g'], ['Egg', '1'], ['Lemon zest', 'q.b.'], ['Sugar', 'q.b.']];To prepare the rustic lactose biscuits first pour the flour into a bowl, add the sugar the yeast mix with your hands and pour an egg pour the rice milk mixed by hand to mix all the ingredients once you get a doughHomogeneous wrap it in plastic wrap and let it rest in the refrigerator for at least 1 hour.After this time, take the dough again and with a tarot, divide it into pieces of about 45 g each you should get at least 10.For a loaf with each piece of dough on the surface of the biscuits created carvings with the tip of a knife sprinkle the surface of the biscuits withThe granulated sugar then cook in a preheated static oven at 180 ° for 25 minutes.After cooking, turn the biscuits, let them cool and then sprinkle the surface with the icing sugar, the rustic lactose rustic biscuits are ready to be served;45
1356;Kimchi;Side Dishes;1;[['Chinese cabbage', '8kg'], ['Daikon', '350g'], ['Fresh spring onion', '200g'], ['Carrots', '150g'], ['Chinese garlic', '100g'], ['Rice flour', '25g'], ['Brown sugar', '30g'], ['Waterfall', '250g'], ['White onions', '100g'], ['Fresh ginger', '50g'], ['Garlic', '2']];To make the Kimchi, start with the Chinese cabbage: after washing it, cut it first into quarters distribute the cabbage on a tray and sprinkle with the salt mix and leave to macerate for about 30 minutes.After this time, mix again and leave to rest for another 30 minutes. In the meantime, prepare the rice sauce: pour the water into a saucepan together with the rice flour, mix with a whisk and cook over low heat until a gelatinous mixture transfer theRice sauce in a bowl and let it cool at room temperature now dedicate yourself to the rest of the ingredients: peel and cut the Daikon first into minded slices the spring onions and slice them into slices of about half a cm clean also the carrots and reduce them to strips, finally cut theChinese garlic with pieces of about 1 cm, pass the ginger dough: Clean the onion and put it in a mixer blended until a homogeneous mixture is obtained at this point pour the rice sauce into a large bowl add the ginger paste the daikon add alsoThe spring onion then mix with a Marisa spent the maceration time of the Chinese cabbage, rinse it under running water mix with your hands to mix everything well transfer the Kimchi into a glass fermentation vessel add the weight, if present in the kit offermentation and sealed with the lid.Let it ferment for at least a week in a cool place away from sources of direct light or in the refrigerator for at least 2 weeks after this time your Kimchi will be ready to be used;30
